County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP/Tdap","% Vaccinated:
DTaP/Tdap","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR1","% Vaccinated:
Mumps/Rubella","# Vaccinated:
Measles","% Vaccinated:
Measles","# Vaccinated:
HepB","% Vaccinated:
HepB","# Requiring
HepA","# Vaccinated:
HepA","% Vaccinated:
HepA","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP/Tdap","% Exemption:
DTaP/Tdap","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
Measles","% Exemption:
Measles","# Exemption:
Mumps","% Exemption:
Mumps","# Exemption:
Rubella","% Exemption:
Rubella","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted
Umatilla,Pendleton High School,FULL SCHOOL GRADES K-12,823,804,98%,814,99%,815,99%,810,98%,801,97%,813,99%,440,431,98%,801,97%,18,2%,18,2%,8,1%,8,1%,13,2%,13,2%,13,2%,9,1%,7,2%,7,1%,0,0%,1,0%,0
Umatilla,Pilot Rock Elementary,FULL SCHOOL GRADES K-12,126,120,95%,120,95%,121,96%,121,96%,120,95%,122,97%,126,120,95%,119,94%,7,6%,6,5%,6,5%,5,4%,6,5%,5,4%,5,4%,4,3%,6,5%,4,3%,0,0%,0,0%,0
Umatilla,Pilot Rock JR/SR High School,FULL SCHOOL GRADES K-12,187,182,97%,183,98%,183,98%,185,99%,185,99%,183,98%,135,133,99%,180,96%,6,3%,4,2%,4,2%,4,2%,2,1%,2,1%,2,1%,4,2%,2,1%,2,1%,0,0%,1,1%,0
Umatilla,Rocky Heights Elementary,FULL SCHOOL GRADES K-12,502,491,98%,493,98%,497,99%,497,99%,496,99%,494,98%,502,493,98%,488,97%,6,1%,6,1%,5,1%,5,1%,6,1%,5,1%,5,1%,4,1%,5,1%,4,1%,0,0%,0,0%,0
Umatilla,Sandstone Middle School,FULL SCHOOL GRADES K-12,564,555,98%,558,99%,562,100%,562,100%,561,99%,561,99%,564,555,98%,551,98%,5,1%,5,1%,2,0%,2,0%,3,1%,2,0%,2,0%,0,0%,3,1%,0,0%,0,0%,1,0%,0
Umatilla,Sherwood Heights Elementary,FULL SCHOOL GRADES K-12,443,435,98%,439,99%,435,98%,435,98%,435,98%,439,99%,443,437,99%,432,98%,11,2%,8,2%,4,1%,8,2%,8,2%,8,2%,8,2%,4,1%,6,1%,3,1%,0,0%,0,0%,0
Umatilla,Stanfield Elementary,FULL SCHOOL GRADES K-12,212,208,98%,208,98%,208,98%,208,98%,208,98%,209,99%,212,205,97%,205,97%,5,2%,4,2%,4,2%,4,2%,4,2%,4,2%,4,2%,3,1%,5,2%,3,1%,0,0%,2,1%,0
Umatilla,Stanfield Secondary,FULL SCHOOL GRADES K-12,259,257,99%,257,99%,257,99%,257,99%,257,99%,257,99%,200,197,99%,256,99%,3,1%,2,1%,2,1%,2,1%,2,1%,2,1%,2,1%,2,1%,3,2%,2,1%,0,0%,0,0%,0
Umatilla,Sunridge Middle School,FULL SCHOOL GRADES K-12,759,740,97%,751,99%,749,99%,746,98%,746,98%,754,99%,759,748,99%,739,97%,16,2%,13,2%,7,1%,8,1%,12,2%,12,2%,12,2%,4,1%,10,1%,4,1%,1,0%,0,0%,0
Umatilla,Sunset Elementary,FULL SCHOOL GRADES K-12,589,582,99%,582,99%,585,99%,586,99%,583,99%,586,99%,589,581,99%,575,98%,7,1%,4,1%,5,1%,4,1%,5,1%,3,1%,3,1%,3,1%,3,1%,3,1%,0,0%,0,0%,0
Umatilla,Ukiah Elementary and High School,FULL SCHOOL GRADES K-12,36,34,94%,35,97%,34,94%,34,94%,34,94%,27,75%,24,21,88%,27,75%,4,11%,4,11%,2,6%,3,8%,4,11%,4,11%,4,11%,1,3%,2,8%,1,3%,0,0%,0,0%,0
Umatilla,Umatilla High School,FULL SCHOOL GRADES K-12,394,392,99%,392,99%,392,99%,392,99%,392,99%,392,99%,200,198,99%,392,99%,1,0%,1,0%,1,0%,1,0%,1,0%,1,0%,1,0%,1,0%,1,1%,1,0%,0,0%,0,0%,0
Umatilla,Under the Son Preschool,FULL SCHOOL GRADES K-12,11,11,100%,10,91%,11,100%,11,100%,10,91%,11,100%,11,11,100%,10,91%,1,9%,0,0%,1,9%,0,0%,1,9%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0
Umatilla,Washington Elementary,FULL SCHOOL GRADES K-12,430,427,99%,429,100%,426,99%,427,99%,427,99%,429,100%,430,426,99%,422,98%,5,1%,5,1%,3,1%,3,1%,5,1%,5,1%,5,1%,3,1%,4,1%,3,1%,0,0%,1,0%,0
Umatilla,West Park Elementary,FULL SCHOOL GRADES K-12,577,563,98%,567,98%,571,99%,572,99%,568,98%,564,98%,577,561,97%,555,96%,9,2%,8,1%,7,1%,6,1%,8,1%,5,1%,5,1%,7,1%,8,1%,5,1%,0,0%,0,0%,0
Umatilla,Weston Middle School,FULL SCHOOL GRADES K-12,256,251,98%,252,98%,253,99%,253,99%,252,98%,252,98%,256,250,98%,249,97%,6,2%,5,2%,4,2%,3,1%,4,2%,3,1%,3,1%,4,2%,5,2%,2,1%,0,0%,0,0%,0
Umatilla,Weston-McEwen High School,FULL SCHOOL GRADES K-12,179,175,98%,175,98%,176,98%,176,98%,175,98%,176,98%,95,93,98%,175,98%,4,2%,4,2%,4,2%,3,2%,3,2%,4,2%,3,2%,3,2%,2,2%,2,1%,0,0%,0,0%,0
Union,Central Elementary School,FULL SCHOOL GRADES K-12,502,488,97%,488,97%,485,97%,491,98%,487,97%,489,97%,502,485,97%,475,95%,17,3%,10,2%,11,2%,15,3%,12,2%,11,2%,10,2%,11,2%,10,2%,9,2%,1,0%,0,0%,0
Union,Cove School District/charter school,FULL SCHOOL GRADES K-12,294,243,83%,273,93%,274,93%,279,95%,274,93%,272,93%,246,225,91%,234,80%,14,5%,14,5%,13,4%,14,5%,12,4%,12,4%,11,4%,12,4%,13,5%,10,3%,0,0%,0,0%,0
Union,Elgin Stella Mayfield Elementary combined with Elg,FULL SCHOOL GRADES K-12,402,370,92%,375,93%,376,94%,376,94%,376,94%,376,94%,370,299,81%,328,82%,28,7%,26,6%,24,6%,23,6%,24,6%,24,6%,24,6%,24,6%,24,6%,19,5%,0,0%,3,1%,10
Union,Grande Ronde Academy,FULL SCHOOL GRADES K-12,51,45,88%,46,90%,46,90%,45,88%,45,88%,44,86%,51,45,88%,43,84%,8,16%,6,12%,5,10%,5,10%,6,12%,6,12%,6,12%,7,14%,6,12%,5,10%,0,0%,0,0%,1
Union,Grande Ronde Mennonite School,FULL SCHOOL GRADES K-12,44,32,73%,35,80%,31,70%,37,84%,37,84%,16,36%,44,12,27%,9,20%,35,80%,14,32%,9,20%,13,30%,7,16%,7,16%,7,16%,28,64%,32,73%,7,16%,0,0%,0,0%,0
Union,Greenwood Elementary School,FULL SCHOOL GRADES K-12,320,305,95%,305,95%,307,96%,307,96%,302,94%,309,97%,320,305,95%,300,94%,17,5%,15,5%,15,5%,13,4%,15,5%,13,4%,13,4%,11,3%,14,4%,11,3%,0,0%,0,0%,0
Union,Heidi Ho Preschool and Kindergarten,FULL SCHOOL GRADES K-12,26,26,100%,26,100%,25,96%,26,100%,26,100%,25,96%,26,25,96%,25,96%,1,4%,0,0%,0,0%,1,4%,0,0%,0,0%,0,0%,1,4%,1,4%,0,0%,0,0%,0,0%,0
Union,Imbler Elementary,FULL SCHOOL GRADES K-12,158,149,94%,150,95%,148,94%,149,94%,149,94%,150,95%,158,148,94%,146,92%,10,6%,9,6%,8,5%,10,6%,9,6%,9,6%,9,6%,8,5%,9,6%,6,4%,0,0%,0,0%,0
Union,Imbler JR/SR High,FULL SCHOOL GRADES K-12,135,122,90%,123,91%,123,91%,123,91%,123,91%,123,91%,98,69,70%,100,74%,13,10%,11,8%,10,7%,10,7%,10,7%,10,7%,10,7%,10,7%,8,8%,9,7%,0,0%,2,1%,0
Union,Island City Elementary,FULL SCHOOL GRADES K-12,311,302,97%,302,97%,300,96%,302,97%,301,97%,303,97%,311,300,96%,296,95%,13,4%,8,3%,8,3%,10,3%,9,3%,8,3%,8,3%,7,2%,9,3%,6,2%,0,0%,1,0%,0
Union,La Grande High School,FULL SCHOOL GRADES K-12,638,600,94%,600,94%,557,87%,600,94%,600,94%,600,94%,318,298,94%,557,87%,35,5%,21,3%,21,3%,18,3%,20,3%,20,3%,20,3%,20,3%,18,6%,7,1%,0,0%,1,0%,2
Union,La Grande Middle School,FULL SCHOOL GRADES K-12,541,515,95%,524,97%,522,96%,525,97%,521,96%,527,97%,541,517,96%,507,94%,31,6%,25,5%,17,3%,19,4%,20,4%,16,3%,16,3%,14,3%,22,4%,13,2%,0,0%,0,0%,0
Union,La Grande Seventh Day Adventist School,FULL SCHOOL GRADES K-12,25,23,92%,23,92%,23,92%,23,92%,23,92%,23,92%,25,23,92%,23,92%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,0,0%,0,0%,0
Union,Lighthouse Apostolic Academy,FULL SCHOOL GRADES K-12,90,90,100%,90,100%,89,99%,90,100%,90,100%,90,100%,76,76,100%,89,99%,1,1%,0,0%,0,0%,1,1%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0
Union,North Powder School,FULL SCHOOL GRADES K-12,274,264,96%,269,98%,271,99%,268,98%,268,98%,273,100%,236,228,97%,260,95%,11,4%,8,3%,5,2%,3,1%,6,2%,6,2%,6,2%,1,0%,5,2%,1,0%,0,0%,0,0%,0
Union,Riverbend High School OYA,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Union Elementary School,FULL SCHOOL GRADES K-12,178,170,96%,172,97%,172,97%,172,97%,172,97%,171,96%,178,167,94%,166,93%,8,4%,6,3%,5,3%,5,3%,5,3%,5,3%,5,3%,7,4%,8,4%,5,3%,0,0%,1,1%,0
Union,Union High School,FULL SCHOOL GRADES K-12,131,127,97%,128,98%,128,98%,128,98%,128,98%,128,98%,73,48,66%,104,79%,3,2%,3,2%,3,2%,3,2%,3,2%,3,2%,3,2%,3,2%,2,3%,3,2%,0,0%,0,0%,0
Wallowa,Enterprise Elementary,FULL SCHOOL GRADES K-12,216,207,96%,209,97%,212,98%,206,95%,205,95%,209,97%,216,209,97%,202,94%,11,5%,8,4%,7,3%,4,2%,9,4%,8,4%,8,4%,7,3%,7,3%,3,1%,0,0%,0,0%,0
Wallowa,Enterprise Jr/Sr High School,FULL SCHOOL GRADES K-12,215,207,96%,210,98%,209,97%,212,99%,211,98%,207,96%,132,128,97%,201,93%,14,7%,2,1%,5,2%,4,2%,4,2%,3,1%,3,1%,8,4%,6,5%,0,0%,0,0%,0,0%,0
Wallowa,Enterprise Seventh Day Adventist School,FULL SCHOOL GRADES K-12,21,20,95%,20,95%,20,95%,20,95%,20,95%,20,95%,18,17,94%,20,95%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,6%,1,5%,0,0%,0,0%,0
Wallowa,Joseph Charter School,FULL SCHOOL GRADES K-12,259,240,93%,242,93%,246,95%,244,94%,237,92%,241,93%,227,206,91%,228,88%,23,9%,11,4%,16,6%,13,5%,18,7%,15,6%,15,6%,16,6%,16,7%,4,2%,0,0%,0,0%,0
Wallowa,Troy School Dist. 54,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallowa,Wallowa School District #12,FULL SCHOOL GRADES K-12,180,177,98%,178,99%,178,99%,179,99%,178,99%,178,99%,118,115,97%,176,98%,3,2%,2,1%,1,1%,2,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,0
Washington,A Child's Way Preschool and Kindergarden,FULL SCHOOL GRADES K-12,19,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,19,100%,19,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0
Washington,Agia Sophia Academy,FULL SCHOOL GRADES K-12,34,24,71%,24,71%,20,59%,18,53%,18,53%,19,56%,34,20,59%,17,50%,17,50%,10,29%,10,29%,14,41%,16,47%,16,47%,16,47%,15,44%,13,38%,9,26%,0,0%,0,0%,0
Washington,Alberta Rider Elementary,FULL SCHOOL GRADES K-12,551,533,97%,534,97%,540,98%,541,98%,535,97%,532,97%,551,533,97%,525,95%,20,4%,13,2%,13,2%,10,2%,15,3%,9,2%,9,2%,18,3%,13,2%,9,2%,0,0%,1,0%,0
Washington,Aloha High School,FULL SCHOOL GRADES K-12,"1,812","1,773",98%,"1,785",99%,"1,792",99%,"1,799",99%,"1,790",99%,"1,793",99%,860,840,98%,"1,757",97%,36,2%,28,2%,18,1%,18,1%,22,1%,13,1%,13,1%,19,1%,11,1%,13,1%,0,0%,2,0%,108
Washington,Aloha-Huber Park School,FULL SCHOOL GRADES K-12,898,883,98%,880,98%,884,98%,885,99%,881,98%,885,99%,898,877,98%,871,97%,16,2%,14,2%,14,2%,13,1%,16,2%,13,1%,13,1%,13,1%,13,1%,11,1%,0,0%,2,0%,0
Washington,Amiguitos Pre School Westside,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Archer Glen Elementary,FULL SCHOOL GRADES K-12,583,559,96%,560,96%,560,96%,563,97%,556,95%,553,95%,583,555,95%,542,93%,39,7%,24,4%,23,4%,23,4%,27,5%,20,3%,20,3%,30,5%,26,4%,16,3%,0,0%,0,0%,0
Washington,Arco Iris Spanish Immersion School,FULL SCHOOL GRADES K-12,362,337,93%,333,92%,337,93%,339,94%,334,92%,331,91%,362,331,91%,326,90%,34,9%,25,7%,28,8%,25,7%,28,8%,23,6%,23,6%,30,8%,30,8%,18,5%,0,0%,0,0%,0
Washington,Arts and Communications (ACMA),FULL SCHOOL GRADES K-12,672,649,97%,650,97%,658,98%,659,98%,650,97%,652,97%,546,524,96%,637,95%,32,5%,23,3%,22,3%,14,2%,21,3%,12,2%,12,2%,20,3%,21,4%,12,2%,0,0%,2,0%,0
Washington,Banks Elementary School,FULL SCHOOL GRADES K-12,486,463,95%,459,94%,461,95%,462,95%,459,94%,453,93%,486,457,94%,448,92%,37,8%,23,5%,27,6%,25,5%,26,5%,23,5%,23,5%,33,7%,29,6%,20,4%,0,0%,0,0%,0
Washington,Banks High School,FULL SCHOOL GRADES K-12,378,373,99%,373,99%,373,99%,373,99%,372,98%,373,99%,209,205,98%,371,98%,5,1%,5,1%,5,1%,5,1%,5,1%,5,1%,5,1%,5,1%,3,1%,5,1%,0,0%,1,0%,0
Washington,Banks Middle School,FULL SCHOOL GRADES K-12,251,241,96%,242,96%,242,96%,242,96%,242,96%,239,95%,251,240,96%,237,94%,11,4%,9,4%,8,3%,8,3%,8,3%,8,3%,8,3%,8,3%,9,4%,8,3%,0,0%,2,1%,1
Washington,Barnes Elementary,FULL SCHOOL GRADES K-12,597,588,98%,589,99%,594,99%,593,99%,588,98%,583,98%,597,577,97%,570,95%,11,2%,7,1%,7,1%,3,1%,8,1%,3,1%,3,1%,10,2%,9,2%,3,1%,0,0%,0,0%,2
Washington,Beaver Acres Elementary,FULL SCHOOL GRADES K-12,618,601,97%,602,97%,609,99%,607,98%,596,96%,599,97%,618,602,97%,591,96%,25,4%,14,2%,16,3%,9,1%,22,4%,11,2%,11,2%,19,3%,15,2%,8,1%,0,0%,0,0%,0
Washington,Beaverton High School,FULL SCHOOL GRADES K-12,"1,528","1,479",97%,"1,491",98%,"1,504",98%,"1,509",99%,"1,505",98%,"1,504",98%,756,727,96%,"1,466",96%,30,2%,24,2%,22,1%,21,1%,21,1%,18,1%,18,1%,21,1%,19,3%,15,1%,0,0%,3,0%,310
Washington,Bethany Elementary,FULL SCHOOL GRADES K-12,515,499,97%,503,98%,507,98%,508,99%,495,96%,491,95%,515,495,96%,477,93%,29,6%,16,3%,11,2%,8,2%,19,4%,7,1%,7,1%,20,4%,12,2%,5,1%,0,0%,1,0%,0
Washington,Bethany Village Montessori School,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Blossoming Minds Preschool,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Bonny Slope Elementary,FULL SCHOOL GRADES K-12,637,616,97%,615,97%,618,97%,621,97%,612,96%,596,94%,637,610,96%,585,92%,46,7%,20,3%,21,3%,19,3%,25,4%,15,2%,15,2%,40,6%,24,4%,12,2%,0,0%,1,0%,0
Washington,Bridgeport Elementary School,FULL SCHOOL GRADES K-12,539,526,98%,529,98%,531,99%,533,99%,527,98%,527,98%,539,526,98%,519,96%,15,3%,10,2%,8,1%,7,1%,11,2%,5,1%,5,1%,10,2%,9,2%,4,1%,0,0%,1,0%,0
Washington,Brookwood Elementary School,FULL SCHOOL GRADES K-12,330,322,98%,323,98%,325,98%,327,99%,323,98%,324,98%,330,322,98%,318,96%,8,2%,6,2%,5,2%,5,2%,6,2%,2,1%,2,1%,5,2%,6,2%,2,1%,0,0%,0,0%,0
Washington,Brown Middle School,FULL SCHOOL GRADES K-12,714,702,98%,710,99%,711,100%,712,100%,710,99%,710,99%,714,708,99%,699,98%,10,1%,10,1%,3,0%,3,0%,3,0%,2,0%,2,0%,4,1%,3,0%,2,0%,0,0%,1,0%,0
Washington,Butternut Creek Elementary,FULL SCHOOL GRADES K-12,383,381,99%,381,99%,379,99%,381,99%,381,99%,377,98%,383,380,99%,375,98%,7,2%,2,1%,2,1%,3,1%,2,1%,2,1%,2,1%,6,2%,3,1%,2,1%,0,0%,0,0%,0
Washington,Byrom Elementary,FULL SCHOOL GRADES K-12,552,536,97%,534,97%,546,99%,545,99%,535,97%,532,96%,552,531,96%,516,93%,25,5%,10,2%,15,3%,6,1%,16,3%,7,1%,7,1%,17,3%,14,3%,4,1%,0,0%,0,0%,0
Washington,Carden Cascade Academy,FULL SCHOOL GRADES K-12,79,77,97%,77,97%,77,97%,77,97%,77,97%,76,96%,79,77,97%,76,96%,3,4%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,3,4%,2,3%,2,3%,0,0%,0,0%,0
Washington,Catlin Gabel School - Beginning,FULL SCHOOL GRADES K-12,38,37,97%,36,95%,36,95%,37,97%,37,97%,36,95%,38,36,95%,36,95%,2,5%,1,3%,2,5%,2,5%,1,3%,1,3%,1,3%,2,5%,2,5%,1,3%,0,0%,0,0%,0
Washington,Catlin Gabel School - Lower,FULL SCHOOL GRADES K-12,204,196,96%,194,95%,198,97%,196,96%,196,96%,192,94%,204,196,96%,187,92%,17,8%,8,4%,10,5%,6,3%,8,4%,8,4%,8,4%,12,6%,8,4%,3,1%,0,0%,0,0%,0
Washington,Catlin Gabel School - Middle,FULL SCHOOL GRADES K-12,188,186,99%,185,98%,181,96%,185,98%,185,98%,180,96%,188,180,96%,177,94%,11,6%,2,1%,3,2%,7,4%,3,2%,3,2%,3,2%,8,4%,8,4%,1,1%,0,0%,0,0%,0
Washington,Catlin Gabel School - Upper,FULL SCHOOL GRADES K-12,318,312,98%,310,97%,312,98%,313,98%,306,96%,305,96%,163,155,95%,304,96%,14,4%,6,2%,8,3%,6,2%,5,2%,5,2%,5,2%,13,4%,8,5%,4,1%,0,0%,0,0%,0
Washington,Cedar Hills Kindergarten and Preschool,FULL SCHOOL GRADES K-12,18,18,100%,18,100%,16,89%,18,100%,16,89%,16,89%,18,18,100%,16,89%,2,11%,0,0%,0,0%,2,11%,2,11%,0,0%,0,0%,2,11%,0,0%,0,0%,0,0%,0,0%,0
Washington,Cedar Mill Elementary,FULL SCHOOL GRADES K-12,408,397,97%,399,98%,399,98%,399,98%,393,96%,389,95%,408,389,95%,379,93%,22,5%,10,2%,9,2%,9,2%,14,3%,9,2%,9,2%,18,4%,14,3%,7,2%,0,0%,1,0%,0
Washington,Cedar Park Middle School,FULL SCHOOL GRADES K-12,979,950,97%,958,98%,958,98%,965,99%,957,98%,959,98%,979,953,97%,934,95%,27,3%,18,2%,21,2%,19,2%,21,2%,14,1%,14,1%,19,2%,19,2%,11,1%,0,0%,1,0%,2
Washington,Century High School,FULL SCHOOL GRADES K-12,"1,518","1,509",99%,"1,510",99%,"1,510",99%,"1,514",100%,"1,509",99%,"1,511",100%,777,758,98%,"1,483",98%,8,1%,5,0%,3,0%,2,0%,3,0%,1,0%,2,0%,2,0%,3,0%,1,0%,0,0%,5,0%,28
Washington,Charles F Tigard Elementary,FULL SCHOOL GRADES K-12,476,453,95%,458,96%,461,97%,463,97%,458,96%,447,94%,476,452,95%,441,93%,27,6%,18,4%,15,3%,13,3%,16,3%,11,2%,11,2%,25,5%,19,4%,10,2%,0,0%,1,0%,0
Washington,Chehalem Elementary,FULL SCHOOL GRADES K-12,484,462,95%,461,95%,469,97%,471,97%,465,96%,461,95%,484,460,95%,448,93%,25,5%,15,3%,16,3%,13,3%,17,4%,11,2%,11,2%,20,4%,15,3%,9,2%,1,0%,1,0%,0
Washington,Chickadee Montessori LLC,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,City View Charter School,FULL SCHOOL GRADES K-12,184,171,93%,170,92%,173,94%,174,95%,173,94%,167,91%,184,170,92%,163,89%,17,9%,11,6%,12,7%,8,4%,9,5%,7,4%,7,4%,13,7%,10,5%,6,3%,0,0%,2,1%,0
Washington,Community High School - Merlo Station,FULL SCHOOL GRADES K-12,127,125,98%,126,99%,126,99%,126,99%,125,98%,126,99%,28,26,93%,125,98%,2,2%,2,2%,1,1%,1,1%,2,2%,1,1%,1,1%,1,1%,2,7%,1,1%,0,0%,0,0%,87
Washington,Conestoga  Middle,FULL SCHOOL GRADES K-12,982,968,99%,971,99%,969,99%,972,99%,970,99%,968,99%,982,968,99%,956,97%,22,2%,14,1%,11,1%,12,1%,12,1%,9,1%,9,1%,14,1%,11,1%,7,1%,0,0%,0,0%,2
Washington,Cooper Mountain Elementary,FULL SCHOOL GRADES K-12,465,456,98%,453,97%,454,98%,456,98%,451,97%,447,96%,465,452,97%,442,95%,23,5%,9,2%,12,3%,11,2%,14,3%,9,2%,9,2%,18,4%,13,3%,7,2%,0,0%,1,0%,1
Washington,CorDeo Christian Academy,FULL SCHOOL GRADES K-12,206,181,88%,185,90%,185,90%,184,89%,184,89%,183,89%,195,174,89%,167,81%,39,19%,25,12%,21,10%,21,10%,22,11%,22,11%,22,11%,23,11%,21,11%,16,8%,0,0%,0,0%,0
Washington,Cordero Residential Treatment,FULL SCHOOL GRADES K-12,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,<10,,,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,0,0%,0,0%,0,0%,1
Washington,Cornelius Elementary,FULL SCHOOL GRADES K-12,349,345,99%,344,99%,348,100%,348,100%,346,99%,342,98%,349,340,97%,337,97%,3,1%,1,0%,1,0%,1,0%,2,1%,1,0%,1,0%,3,1%,3,1%,1,0%,0,0%,0,0%,0
Washington,Cornerstone Montessori,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Creative Children's Center,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Crescent Islamic Montessori School,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Crossridge Montessori Preschool and Kindergarten,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Day Treatment Program - K-12,FULL SCHOOL GRADES K-12,29,26,90%,28,97%,28,97%,28,97%,28,97%,28,97%,26,25,96%,26,90%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0
Washington,Deer Creek Elementary,FULL SCHOOL GRADES K-12,598,573,96%,578,97%,585,98%,588,98%,578,97%,575,96%,598,572,96%,559,93%,29,5%,20,3%,20,3%,13,2%,19,3%,10,2%,10,2%,22,4%,19,3%,10,2%,0,0%,0,0%,0
Washington,Dilley Elementary,FULL SCHOOL GRADES K-12,239,236,99%,237,99%,237,99%,237,99%,235,98%,238,100%,239,237,99%,234,98%,4,2%,3,1%,2,1%,1,0%,3,1%,1,0%,1,0%,1,0%,2,1%,1,0%,0,0%,1,0%,0
Washington,Durham Education Center,FULL SCHOOL GRADES K-12,46,45,98%,45,98%,45,98%,45,98%,45,98%,45,98%,<10,,,45,98%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,,,1,2%,0,0%,0,0%,0
Washington,Durham Elementary,FULL SCHOOL GRADES K-12,557,528,95%,527,95%,527,95%,530,95%,527,95%,524,94%,557,523,94%,517,93%,27,5%,23,4%,24,4%,24,4%,24,4%,21,4%,21,4%,24,4%,24,4%,19,3%,0,0%,6,1%,0
Washington,Early Learning Community at Pacific University,FULL SCHOOL GRADES K-12,36,35,97%,33,92%,33,92%,33,92%,33,92%,32,89%,36,32,89%,32,89%,4,11%,1,3%,3,8%,3,8%,3,8%,3,8%,3,8%,4,11%,4,11%,1,3%,0,0%,0,0%,0
Washington,Early Learning Matters,FULL SCHOOL GRADES K-12,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Eastwood Elementary,FULL SCHOOL GRADES K-12,423,410,97%,412,97%,417,99%,419,99%,412,97%,412,97%,423,406,96%,396,94%,10,2%,8,2%,8,2%,6,1%,9,2%,4,1%,4,1%,5,1%,6,1%,4,1%,0,0%,1,0%,0
Washington,Echo Shaw Elementary,FULL SCHOOL GRADES K-12,399,397,99%,396,99%,397,99%,397,99%,396,99%,395,99%,399,397,99%,395,99%,3,1%,1,0%,2,1%,2,1%,3,1%,2,1%,2,1%,3,1%,2,1%,1,0%,0,0%,0,0%,0
Washington,Edison High School,FULL SCHOOL GRADES K-12,96,93,97%,92,96%,92,96%,93,97%,93,97%,93,97%,47,47,100%,91,95%,2,2%,0,0%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,0,0%,3,3%,0
